,m,km,miles,seconds,minutes,hours,leg,lon,lat,Name
2304,NA,NA,NA,NA,NA,NA,NA,-97.7220156,30.3988759,FBV 4369
2305,0,0,0,0,0,0,1,-97.7220156,30.3988759,FBV 4369
2306,NA,NA,NA,NA,NA,NA,NA,-97.7220156,30.3988759,FBV 4369
2307,387,0.387,0.2404818,51,0.85,0.014166667,1,-97.7640169,30.2452406,CSG 2236
2308,585,0.585,0.363519,93,1.55,0.025833333,2,-97.7620944,30.2483005,CSG 2236
2309,815,0.815,0.506441,88,1.466666667,0.024444444,3,-97.7563524,30.2465571,CSG 2236
2310,74,0.074,0.0459836,14,0.233333333,0.003888889,4,-97.7532059,30.2533272,CSG 2236
2311,NA,NA,NA,NA,NA,NA,NA,-97.7538651,30.2536629,CSG 2236
2312,109,0.109,0.0677326,11,0.183333333,0.003055556,1,-97.7780884,30.2079388,FGZ 8846
2313,903,0.903,0.5611242,144,2.4,0.04,2,-97.7787262,30.2071229,FGZ 8846
2314,16,0.016,0.0099424,61,1.016666667,0.016944444,3,-97.7712916,30.2024498,FGZ 8846
2315,NA,NA,NA,NA,NA,NA,NA,-97.7711961,30.2025551,FGZ 8846
2316,318,0.318,0.1976052,51,0.85,0.014166667,1,-97.707446,30.2806566,FBV 4436
2317,131,0.131,0.0814034,34,0.566666667,0.009444444,2,-97.7069205,30.2778318,FBV 4436
2318,250,0.25,0.15535,44,0.733333333,0.012222222,3,-97.7082592,30.2776189,FBV 4436
2319,331,0.331,0.2056834,28,0.466666667,0.007777778,4,-97.7082239,30.275624,FBV 4436
2320,333,0.333,0.2069262,38,0.633333333,0.010555556,5,-97.7116139,30.2750752,FBV 4436
2321,2028,2.028,1.2601992,244,4.066666667,0.067777778,6,-97.7137996,30.2729329,FBV 4436
2322,27,0.027,0.0167778,10,0.166666667,0.002777778,7,-97.7111179,30.2565975,FBV 4436
2323,NA,NA,NA,NA,NA,NA,NA,-97.7113785,30.2566896,FBV 4436
2324,795,0.795,0.494013,127,2.116666667,0.035277778,1,-97.7113785,30.2566896,FBV 4436
2325,1,0.001,0.0006214,5,0.083333333,0.001388889,2,-97.7190772,30.2593112,FBV 4436
2326,NA,NA,NA,NA,NA,NA,NA,-97.7190797,30.2593056,FBV 4436
2327,273,0.273,0.1696422,57,0.95,0.015833333,1,-97.7190797,30.2593056,FBV 4436
2328,1443,1.443,0.8966802,141,2.35,0.039166667,2,-97.7180178,30.2615828,FBV 4436
2329,109,0.109,0.0677326,24,0.4,0.006666667,3,-97.7321093,30.2660239,FBV 4436
2330,1524,1.524,0.9470136,307,5.116666667,0.085277778,4,-97.7325274,30.2651158,FBV 4436
2331,NA,NA,NA,NA,NA,NA,NA,-97.7475993,30.2693899,FBV 4436
2332,36,0.036,0.0223704,5,0.083333333,0.001388889,1,-97.7475993,30.2693899,FBV 4436
2333,NA,NA,NA,NA,NA,NA,NA,-97.7479582,30.2694951,FBV 4436
2334,62,0.062,0.0385268,6,0.1,0.001666667,1,-97.7820766,30.2512496,FBV 4429
2335,347,0.347,0.2156258,52,0.866666667,0.014444444,2,-97.7827002,30.2513912,FBV 4429
2336,123,0.123,0.0764322,18,0.3,0.005,3,-97.7812053,30.2541788,FBV 4429
2337,1557,1.557,0.9675198,154,2.566666667,0.042777778,4,-97.7823118,30.2547356,FBV 4429
2338,730,0.73,0.453622,98,1.633333333,0.027222222,5,-97.770824,30.26081,FBV 4429
2339,1871,1.871,1.1626394,305,5.083333333,0.084722222,6,-97.7650192,30.2647234,FBV 4429
2340,NA,NA,NA,NA,NA,NA,NA,-97.7476434,30.2588412,FBV 4429
2341,0,0,0,0,0,0,1,-97.7594592,30.2386861,FBV 4431
2342,NA,NA,NA,NA,NA,NA,NA,-97.7594592,30.2386861,FBV 4431
2343,182,0.182,0.1130948,49,0.816666667,0.013611111,1,-97.7297017,30.2406291,FBV 4368
2344,879,0.879,0.5462106,98,1.633333333,0.027222222,2,-97.728348,30.241749,FBV 4368
2345,587,0.587,0.3647618,36,0.6,0.01,3,-97.7339067,30.2476864,FBV 4368
2346,3049,3.049,1.8946486,179,2.983333333,0.049722222,4,-97.7359506,30.2523655,FBV 4368
2347,2667,2.667,1.6572738,114,1.9,0.031666667,5,-97.7297143,30.2786941,FBV 4368
2348,156,0.156,0.0969384,12,0.2,0.003333333,6,-97.7163417,30.2997079,FBV 4368
2349,82,0.082,0.0509548,26,0.433333333,0.007222222,7,-97.715208,30.3007051,FBV 4368
2350,455,0.455,0.282737,73,1.216666667,0.020277778,8,-97.7145923,30.3012208,FBV 4368
2351,36,0.036,0.0223704,10,0.166666667,0.002777778,9,-97.7159389,30.3048494,FBV 4368
2352,65,0.065,0.040391,15,0.25,0.004166667,10,-97.7156085,30.3046887,FBV 4368
2353,NA,NA,NA,NA,NA,NA,NA,-97.7152822,30.3052035,FBV 4368
2354,80,0.08,0.049712,15,0.25,0.004166667,1,-97.7610594,30.2735949,CSG 1543
2355,1520,1.52,0.944528,251,4.183333333,0.069722222,2,-97.7614079,30.272945,CSG 1543
2356,332,0.332,0.2063048,63,1.05,0.0175,3,-97.7466506,30.2681293,CSG 1543
2357,176,0.176,0.1093664,69,1.15,0.019166667,4,-97.7476697,30.2652814,CSG 1543
2358,NA,NA,NA,NA,NA,NA,NA,-97.7459286,30.2647975,CSG 1543
2359,67,0.067,0.0416338,23,0.383333333,0.006388889,1,-97.7459286,30.2647975,CSG 1543
2360,546,0.546,0.3392844,114,1.9,0.031666667,2,-97.7465951,30.2649821,CSG 1543
2361,482,0.482,0.2995148,115,1.916666667,0.031944444,3,-97.744846,30.269655,CSG 1543
2362,NA,NA,NA,NA,NA,NA,NA,-97.7400738,30.2683265,CSG 1543
2363,257,0.257,0.1596998,46,0.766666667,0.012777778,1,-97.7168348,30.2579014,FGZ 8615
2364,339,0.339,0.2106546,78,1.3,0.021666667,2,-97.7193266,30.258755,FGZ 8615
2365,1443,1.443,0.8966802,141,2.35,0.039166667,3,-97.7180178,30.2615828,FGZ 8615
2366,109,0.109,0.0677326,24,0.4,0.006666667,4,-97.7321093,30.2660239,FGZ 8615
2367,1354,1.354,0.8413756,282,4.7,0.078333333,5,-97.7325274,30.2651158,FGZ 8615
2368,NA,NA,NA,NA,NA,NA,NA,-97.7459184,30.2689274,FGZ 8615
2369,39,0.039,0.0242346,6,0.1,0.001666667,1,-97.7459184,30.2689274,FGZ 8615
2370,542,0.542,0.3367988,107,1.783333333,0.029722222,2,-97.7463066,30.2690358,FGZ 8615
2371,498,0.498,0.3094572,49,0.816666667,0.013611111,3,-97.747985,30.264388,FGZ 8615
2372,1909,1.909,1.1862526,241,4.016666667,0.066944444,4,-97.7490714,30.2602061,FGZ 8615
2373,712,0.712,0.4424368,52,0.866666667,0.014444444,5,-97.736166,30.248087,FGZ 8615
2374,NA,NA,NA,NA,NA,NA,NA,-97.7366777,30.2421243,FGZ 8615
2375,137,0.137,0.0851318,21,0.35,0.005833333,1,-97.7366777,30.2421243,FGZ 8615
2376,98,0.098,0.0608972,18,0.3,0.005,2,-97.7373993,30.2410624,FGZ 8615
2377,832,0.832,0.5170048,102,1.7,0.028333333,3,-97.7365057,30.240639,FGZ 8615
2378,1606,1.606,0.9979684,153,2.55,0.0425,4,-97.7348358,30.2477683,FGZ 8615
2379,1276,1.276,0.7929064,226,3.766666667,0.062777778,5,-97.7468791,30.2571391,FGZ 8615
2380,313,0.313,0.1944982,67,1.116666667,0.018611111,6,-97.742813,30.268066,FGZ 8615
2381,NA,NA,NA,NA,NA,NA,NA,-97.7459184,30.2689274,FGZ 8615
2382,447,0.447,0.2777658,81,1.35,0.0225,1,-97.7164889,30.2909912,FGZ 8810
2383,253,0.253,0.1572142,40,0.666666667,0.011111111,2,-97.7206481,30.2927564,FGZ 8810
2384,48,0.048,0.0298272,17,0.283333333,0.004722222,3,-97.719352,30.2947399,FGZ 8810
2385,864,0.864,0.5368896,82,1.366666667,0.022777778,4,-97.7197894,30.2949542,FGZ 8810
2386,301,0.301,0.1870414,16,0.266666667,0.004444444,5,-97.7241441,30.2881506,FGZ 8810
2387,377,0.377,0.2342678,19,0.316666667,0.005277778,6,-97.7254686,30.2857378,FGZ 8810
2388,963,0.963,0.5984082,112,1.866666667,0.031111111,7,-97.727424,30.282798,FGZ 8810
2389,561,0.561,0.3486054,64,1.066666667,0.017777778,8,-97.7316294,30.2751692,FGZ 8810
2390,226,0.226,0.1404364,37,0.616666667,0.010277778,9,-97.7370913,30.2762878,FGZ 8810
2391,66,0.066,0.0410124,14,0.233333333,0.003888889,10,-97.7378129,30.274358,FGZ 8810
2392,77,0.077,0.0478478,39,0.65,0.010833333,11,-97.7384727,30.2745294,FGZ 8810
2393,NA,NA,NA,NA,NA,NA,NA,-97.7387625,30.273902,FGZ 8810
2394,52,0.052,0.0323128,12,0.2,0.003333333,1,-97.7387625,30.273902,FGZ 8810
2395,87,0.087,0.0540618,28,0.466666667,0.007777778,2,-97.7389313,30.2734537,FGZ 8810
2396,233,0.233,0.1447862,51,0.85,0.014166667,3,-97.7382643,30.273114,FGZ 8810
2397,598,0.598,0.3715972,113,1.883333333,0.031388889,4,-97.7389949,30.271113,FGZ 8810
2398,268,0.268,0.1665352,41,0.683333333,0.011388889,5,-97.7449183,30.2727682,FGZ 8810
2399,168,0.168,0.1043952,24,0.4,0.006666667,6,-97.7457494,30.2704714,FGZ 8810
2400,1520,1.52,0.944528,227,3.783333333,0.063055556,7,-97.7463066,30.2690358,FGZ 8810
2401,43,0.043,0.0267202,13,0.216666667,0.003611111,8,-97.760958,30.2741751,FGZ 8810
2402,NA,NA,NA,NA,NA,NA,NA,-97.7607484,30.2745138,FGZ 8810
2403,295,0.295,0.183313,72,1.2,0.02,1,-97.7607484,30.2745138,FGZ 8810
2404,402,0.402,0.2498028,74,1.233333333,0.020555556,2,-97.7592779,30.2768426,FGZ 8810
2405,25,0.025,0.015535,6,0.1,0.001666667,3,-97.7555529,30.275187,FGZ 8810
2406,206,0.206,0.1280084,23,0.383333333,0.006388889,4,-97.7554309,30.2753854,FGZ 8810
2407,144,0.144,0.0894816,27,0.45,0.0075,5,-97.7536067,30.274605,FGZ 8810
2408,NA,NA,NA,NA,NA,NA,NA,-97.7542131,30.2734199,FGZ 8810
2409,105,0.105,0.065247,25,0.416666667,0.006944444,1,-97.7542131,30.2734199,FGZ 8810
2410,863,0.863,0.5362682,182,3.033333333,0.050555556,2,-97.753773,30.2742796,FGZ 8810
2411,160,0.16,0.099424,26,0.433333333,0.007222222,3,-97.7452511,30.2718452,FGZ 8810
2412,274,0.274,0.1702636,44,0.733333333,0.012222222,4,-97.7457494,30.2704714,FGZ 8810
2413,815,0.815,0.506441,175,2.916666667,0.048611111,5,-97.7466506,30.2681293,FGZ 8810
2414,103,0.103,0.0640042,37,0.616666667,0.010277778,6,-97.7385889,30.265843,FGZ 8810
2415,99,0.099,0.0615186,41,0.683333333,0.011388889,7,-97.7389432,30.2649708,FGZ 8810
2416,NA,NA,NA,NA,NA,NA,NA,-97.7399213,30.2652422,FGZ 8810
2417,0,0,0,0,0,0,1,-97.7234544,30.2450274,FJC 9939
2418,NA,NA,NA,NA,NA,NA,NA,-97.7234544,30.2450274,FJC 9939
2419,41,0.041,0.0254774,11,0.183333333,0.003055556,1,-97.7442495,30.26538,CSF 9064
2420,873,0.873,0.5424822,193,3.216666667,0.053611111,2,-97.7438459,30.2652644,CSF 9064
2421,868,0.868,0.5393752,163,2.716666667,0.045277778,3,-97.7410821,30.2727434,CSF 9064
2422,173,0.173,0.1075022,30,0.5,0.008333333,4,-97.7324846,30.27033,CSF 9064
2423,1462,1.462,0.9084868,147,2.45,0.040833333,5,-97.7319329,30.2718076,CSF 9064
2424,114,0.114,0.0708396,23,0.383333333,0.006388889,6,-97.716971,30.274218,CSF 9064
2425,24,0.024,0.0149136,30,0.5,0.008333333,7,-97.7171749,30.2752296,CSF 9064
2426,NA,NA,NA,NA,NA,NA,NA,-97.716925,30.2752668,CSF 9064
2427,72,0.072,0.0447408,11,0.183333333,0.003055556,1,-97.716925,30.2752668,CSF 9064
2428,113,0.113,0.0702182,48,0.8,0.013333333,2,-97.7161827,30.2753773,CSF 9064
2429,1244,1.244,0.7730216,107,1.783333333,0.029722222,3,-97.7159854,30.2743749,CSF 9064
2430,451,0.451,0.2802514,46,0.766666667,0.012777778,4,-97.7090598,30.2654047,CSF 9064
2431,141,0.141,0.0876174,15,0.25,0.004166667,5,-97.7127511,30.263007,CSF 9064
2432,199,0.199,0.1236586,48,0.8,0.013333333,6,-97.7132952,30.2618338,CSF 9064
2433,237,0.237,0.1472718,79,1.316666667,0.021944444,7,-97.7114249,30.2610599,CSF 9064
2434,NA,NA,NA,NA,NA,NA,NA,-97.712325,30.2590739,CSF 9064
2435,181,0.181,0.1124734,54,0.9,0.015,1,-97.712325,30.2590739,CSF 9064
2436,2068,2.068,1.2850552,204,3.4,0.056666667,2,-97.7116358,30.2605864,CSF 9064
2437,109,0.109,0.0677326,24,0.4,0.006666667,3,-97.7321093,30.2660239,CSF 9064
2438,1041,1.041,0.6468774,226,3.766666667,0.062777778,4,-97.7325274,30.2651158,CSF 9064
2439,327,0.327,0.2031978,76,1.266666667,0.021111111,5,-97.742813,30.268066,CSF 9064
2440,209,0.209,0.1298726,66,1.1,0.018333333,6,-97.7438459,30.2652644,CSF 9064
2441,NA,NA,NA,NA,NA,NA,NA,-97.7459134,30.26584,CSF 9064
2442,141,0.141,0.0876174,49,0.816666667,0.013611111,1,-97.7459134,30.26584,CSF 9064
2443,214,0.214,0.1329796,42,0.7,0.011666667,2,-97.7473162,30.2662207,CSF 9064
2444,2011,2.011,1.2496354,156,2.6,0.043333333,3,-97.747985,30.264388,CSF 9064
2445,3986,3.986,2.4769004,182,3.033333333,0.050555556,4,-97.7653208,30.2733457,CSF 9064
2446,235,0.235,0.146029,22,0.366666667,0.006111111,5,-97.7576436,30.3069972,CSF 9064
2447,753,0.753,0.4679142,78,1.3,0.021666667,6,-97.7559341,30.3084453,CSF 9064
2448,294,0.294,0.1826916,29,0.483333333,0.008055556,7,-97.748559,30.3072387,CSF 9064
2449,170,0.17,0.105638,34,0.566666667,0.009444444,8,-97.7457098,30.306384,CSF 9064
2450,198,0.198,0.1230372,43,0.716666667,0.011944444,9,-97.7448565,30.3074444,CSF 9064
2451,19,0.019,0.0118066,33,0.55,0.009166667,10,-97.7438967,30.3090214,CSF 9064
2452,NA,NA,NA,NA,NA,NA,NA,-97.7437279,30.3089397,CSF 9064
2453,81,0.081,0.0503334,10,0.166666667,0.002777778,1,-97.7218127,30.2975625,CSF 8929
2454,218,0.218,0.1354652,61,1.016666667,0.016944444,2,-97.7222205,30.296922,CSF 8929
2455,158,0.158,0.0981812,34,0.566666667,0.009444444,3,-97.7202403,30.2959662,CSF 8929
2456,94,0.094,0.0584116,17,0.283333333,0.004722222,4,-97.7210525,30.2947278,CSF 8929
2457,782,0.782,0.4859348,76,1.266666667,0.021111111,5,-97.7201991,30.294305,CSF 8929
2458,301,0.301,0.1870414,16,0.266666667,0.004444444,6,-97.7241441,30.2881506,CSF 8929
2459,377,0.377,0.2342678,19,0.316666667,0.005277778,7,-97.7254686,30.2857378,CSF 8929
2460,1538,1.538,0.9557132,85,1.416666667,0.023611111,8,-97.727424,30.282798,CSF 8929
2461,168,0.168,0.1043952,14,0.233333333,0.003888889,9,-97.7331504,30.2699518,CSF 8929
2462,325,0.325,0.201955,57,0.95,0.015833333,10,-97.7340122,30.268675,CSF 8929
2463,1464,1.464,0.9097296,260,4.333333333,0.072222222,11,-97.7350266,30.265884,CSF 8929
2464,192,0.192,0.1193088,96,1.6,0.026666667,12,-97.7495239,30.269945,CSF 8929
2465,NA,NA,NA,NA,NA,NA,NA,-97.7501557,30.2683092,CSF 8929
2466,404,0.404,0.2510456,148,2.466666667,0.041111111,1,-97.7501557,30.2683092,CSF 8929
2467,222,0.222,0.1379508,41,0.683333333,0.011388889,2,-97.7487977,30.2717403,CSF 8929
2468,250,0.25,0.15535,52,0.866666667,0.014444444,3,-97.7480999,30.2736037,CSF 8929
2469,216,0.216,0.1342224,43,0.716666667,0.011944444,4,-97.7473731,30.2757167,CSF 8929
2470,250,0.25,0.15535,51,0.85,0.014166667,5,-97.7452341,30.2751044,CSF 8929
2471,NA,NA,NA,NA,NA,NA,NA,-97.7444423,30.2772478,CSF 8929
2472,239,0.239,0.1485146,41,0.683333333,0.011388889,1,-97.7444423,30.2772478,CSF 8929
2473,120,0.12,0.074568,28,0.466666667,0.007777778,2,-97.7451955,30.2752034,CSF 8929
2474,504,0.504,0.3131856,73,1.216666667,0.020277778,3,-97.7441587,30.2747941,CSF 8929
2475,710,0.71,0.441194,123,2.05,0.034166667,4,-97.7457494,30.2704714,CSF 8929
2476,938,0.938,0.5828732,176,2.933333333,0.048888889,5,-97.747985,30.264388,CSF 8929
2477,225,0.225,0.139815,63,1.05,0.0175,6,-97.7388119,30.261806,CSF 8929
2478,NA,NA,NA,NA,NA,NA,NA,-97.7395189,30.2598762,CSF 8929
2479,93,0.093,0.0577902,30,0.5,0.008333333,1,-97.7394281,30.2569973,FBV 4393
2480,174,0.174,0.1081236,61,1.016666667,0.016944444,2,-97.7391377,30.257798,FBV 4393
2481,327,0.327,0.2031978,46,0.766666667,0.012777778,3,-97.7374389,30.2573698,FBV 4393
2482,428,0.428,0.2659592,63,1.05,0.0175,4,-97.7342576,30.2563249,FBV 4393
2483,1777,1.777,1.1042278,195,3.25,0.054166667,5,-97.7326052,30.2598945,FBV 4393
2484,171,0.171,0.1062594,53,0.883333333,0.014722222,6,-97.7154511,30.253902,FBV 4393
2485,NA,NA,NA,NA,NA,NA,NA,-97.7161005,30.2524735,FBV 4393
2486,171,0.171,0.1062594,43,0.716666667,0.011944444,1,-97.7161005,30.2524735,FBV 4393
2487,2107,2.107,1.3092898,293,4.883333333,0.081388889,2,-97.7154511,30.253902,FBV 4393
2488,58,0.058,0.0360412,10,0.166666667,0.002777778,3,-97.7357836,30.2610217,FBV 4393
2489,2001,2.001,1.2434214,109,1.816666667,0.030277778,4,-97.7356738,30.2615328,FBV 4393
2490,2667,2.667,1.6572738,114,1.9,0.031666667,5,-97.7297143,30.2786941,FBV 4393
2491,156,0.156,0.0969384,12,0.2,0.003333333,6,-97.7163417,30.2997079,FBV 4393
2492,82,0.082,0.0509548,26,0.433333333,0.007222222,7,-97.715208,30.3007051,FBV 4393
2493,1264,1.264,0.7854496,139,2.316666667,0.038611111,8,-97.7145923,30.3012208,FBV 4393
2494,592,0.592,0.3678688,113,1.883333333,0.031388889,9,-97.7153988,30.3121064,FBV 4393
2495,120,0.12,0.074568,30,0.5,0.008333333,10,-97.7207997,30.3146674,FBV 4393
2496,NA,NA,NA,NA,NA,NA,NA,-97.7214018,30.3137248,FBV 4393
2497,22,0.022,0.0136708,4,0.066666667,0.001111111,1,-97.7626498,30.2651268,FHB 2870
2498,520,0.52,0.323128,119,1.983333333,0.033055556,2,-97.7625259,30.2652882,FHB 2870
2499,890,0.89,0.553046,123,2.05,0.034166667,3,-97.7578331,30.2629739,FHB 2870
2500,1822,1.822,1.1321908,339,5.65,0.094166667,4,-97.7545735,30.2702772,FHB 2870
2501,107,0.107,0.0664898,45,0.75,0.0125,5,-97.7365346,30.2652646,FHB 2870
2502,NA,NA,NA,NA,NA,NA,NA,-97.7361832,30.2661744,FHB 2870
2503,1,0.001,0.0006214,0,0,0,1,-97.7361832,30.2661744,FHB 2870
2504,1755,1.755,1.090557,329,5.483333333,0.091388889,2,-97.7361797,30.2661836,FHB 2870
2505,NA,NA,NA,NA,NA,NA,NA,-97.7534441,30.2713266,FHB 2870
2506,58,0.058,0.0360412,22,0.366666667,0.006111111,1,-97.7534441,30.2713266,FHB 2870
2507,127,0.127,0.0789178,36,0.6,0.01,2,-97.7539935,30.2715396,FHB 2870
2508,181,0.181,0.1124734,42,0.7,0.011666667,3,-97.754495,30.2704826,FHB 2870
2509,144,0.144,0.0894816,48,0.8,0.013333333,4,-97.75317,30.269738,FHB 2870
2510,50,0.05,0.03107,18,0.3,0.005,5,-97.7538036,30.2685609,FHB 2870
2511,NA,NA,NA,NA,NA,NA,NA,-97.7542735,30.2687513,FHB 2870
2512,143,0.143,0.0888602,30,0.5,0.008333333,1,-97.7542735,30.2687513,FHB 2870
2513,170,0.17,0.105638,30,0.5,0.008333333,2,-97.7529399,30.2681775,FHB 2870
2514,184,0.184,0.1143376,37,0.616666667,0.010277778,3,-97.7532497,30.2667007,FHB 2870
2515,137,0.137,0.0851318,46,0.766666667,0.012777778,4,-97.7550502,30.2672558,FHB 2870
2516,763,0.763,0.4741282,82,1.366666667,0.022777778,5,-97.7555492,30.2663928,FHB 2870
2517,487,0.487,0.3026218,47,0.783333333,0.013055556,6,-97.7480186,30.2642929,FHB 2870
2518,2515,2.515,1.562821,309,5.15,0.085833333,7,-97.7490714,30.2602061,FHB 2870
2519,678,0.678,0.4213092,71,1.183333333,0.019722222,8,-97.7309337,30.2452953,FHB 2870
2520,175,0.175,0.108745,50,0.833333333,0.013888889,9,-97.72708,30.2401953,FHB 2870
2521,175,0.175,0.108745,24,0.4,0.006666667,10,-97.7261842,30.2415675,FHB 2870
2522,261,0.261,0.1621854,53,0.883333333,0.014722222,11,-97.7244655,30.2411353,FHB 2870
2523,NA,NA,NA,NA,NA,NA,NA,-97.7235078,30.2392513,FHB 2870
2524,78,0.078,0.0484692,27,0.45,0.0075,1,-97.727193,30.2417291,CSF 9066
2525,950,0.95,0.59033,93,1.55,0.025833333,2,-97.7277008,30.2411879,CSF 9066
2526,587,0.587,0.3647618,36,0.6,0.01,3,-97.7339067,30.2476864,CSF 9066
2527,3049,3.049,1.8946486,179,2.983333333,0.049722222,4,-97.7359506,30.2523655,CSF 9066
2528,383,0.383,0.2379962,18,0.3,0.005,5,-97.7297143,30.2786941,CSF 9066
2529,423,0.423,0.2628522,19,0.316666667,0.005277778,6,-97.7279766,30.2817811,CSF 9066
2530,66,0.066,0.0410124,4,0.066666667,0.001111111,7,-97.7258267,30.2850989,CSF 9066
2531,683,0.683,0.4244162,65,1.083333333,0.018055556,8,-97.7253267,30.2854416,CSF 9066
2532,325,0.325,0.201955,50,0.833333333,0.013888889,9,-97.7218909,30.290815,CSF 9066
2533,87,0.087,0.0540618,24,0.4,0.006666667,10,-97.7189278,30.2893963,CSF 9066
2534,NA,NA,NA,NA,NA,NA,NA,-97.7184818,30.2900781,CSF 9066
2535,247,0.247,0.1534858,37,0.616666667,0.010277778,1,-97.7184818,30.2900781,CSF 9066
2536,98,0.098,0.0608972,22,0.366666667,0.006111111,2,-97.7197557,30.2881473,CSF 9066
2537,128,0.128,0.0795392,21,0.35,0.005833333,3,-97.7206389,30.288587,CSF 9066
2538,225,0.225,0.139815,44,0.733333333,0.012222222,4,-97.7212929,30.287588,CSF 9066
2539,68,0.068,0.0422552,32,0.533333333,0.008888889,5,-97.723355,30.288554,CSF 9066
2540,44,0.044,0.0273416,23,0.383333333,0.006388889,6,-97.7230256,30.2890918,CSF 9066
2541,145,0.145,0.090103,19,0.316666667,0.005277778,7,-97.7234218,30.2892942,CSF 9066
2542,301,0.301,0.1870414,16,0.266666667,0.004444444,8,-97.7241441,30.2881506,CSF 9066
2543,377,0.377,0.2342678,19,0.316666667,0.005277778,9,-97.7254686,30.2857378,CSF 9066
2544,5232,5.232,3.2511648,255,4.25,0.070833333,10,-97.727424,30.282798,CSF 9066
2545,123,0.123,0.0764322,7,0.116666667,0.001944444,11,-97.7386283,30.2381647,CSF 9066
2546,441,0.441,0.2740374,61,1.016666667,0.016944444,12,-97.7394663,30.2373353,CSF 9066
2547,3278,3.278,2.0369492,382,6.366666667,0.106111111,13,-97.741652,30.23385,CSF 9066
2548,418,0.418,0.2597452,52,0.866666667,0.014444444,14,-97.7699655,30.2484263,CSF 9066
2549,244,0.244,0.1516216,58,0.966666667,0.016111111,15,-97.7741531,30.2474188,CSF 9066
2550,NA,NA,NA,NA,NA,NA,NA,-97.7729613,30.2493463,CSF 9066
2551,244,0.244,0.1516216,50,0.833333333,0.013888889,1,-97.7729613,30.2493463,CSF 9066
2552,542,0.542,0.3367988,83,1.383333333,0.023055556,2,-97.7741531,30.2474188,CSF 9066
2553,555,0.555,0.344877,70,1.166666667,0.019444444,3,-97.7687562,30.2488046,CSF 9066
2554,198,0.198,0.1230372,44,0.733333333,0.012222222,4,-97.7632427,30.2486531,CSF 9066
2555,NA,NA,NA,NA,NA,NA,NA,-97.7642335,30.2470919,CSF 9066
2556,359,0.359,0.2230826,123,2.05,0.034166667,1,-97.7399213,30.2652422,FBV 4467
2557,809,0.809,0.5027126,125,2.083333333,0.034722222,2,-97.7434879,30.2662006,FBV 4467
2558,400,0.4,0.24856,116,1.933333333,0.032222222,3,-97.746092,30.2592861,FBV 4467
2559,2042,2.042,1.2688988,225,3.75,0.0625,4,-97.7500919,30.2583913,FBV 4467
2560,182,0.182,0.1130948,30,0.5,0.008333333,5,-97.7596191,30.2421291,FBV 4467
2561,271,0.271,0.1683994,44,0.733333333,0.012222222,6,-97.7579667,30.2413254,FBV 4467
2562,NA,NA,NA,NA,NA,NA,NA,-97.7591748,30.2391423,FBV 4467
2563,271,0.271,0.1683994,49,0.816666667,0.013611111,1,-97.7591748,30.2391423,FBV 4467
2564,182,0.182,0.1130948,62,1.033333333,0.017222222,2,-97.7579667,30.2413254,FBV 4467
2565,998,0.998,0.6201572,106,1.766666667,0.029444444,3,-97.7596191,30.2421291,FBV 4467
2566,277,0.277,0.1721278,59,0.983333333,0.016388889,4,-97.754945,30.2500194,FBV 4467
2567,NA,NA,NA,NA,NA,NA,NA,-97.7521744,30.2495195,FBV 4467
2568,834,0.834,0.5182476,73,1.216666667,0.020277778,1,-97.7377036,30.370548,FHB 1329
2569,1333,1.333,0.8283262,120,2,0.033333333,2,-97.732872,30.3758389,FHB 1329
2570,3691,3.691,2.2935874,145,2.416666667,0.040277778,3,-97.7207704,30.3700161,FHB 1329
2571,13305,13.305,8.267727,600,10,0.166666667,4,-97.7036759,30.342428,FHB 1329
2572,144,0.144,0.0894816,10,0.166666667,0.002777778,5,-97.7423785,30.2319014,FHB 1329
2573,925,0.925,0.574795,77,1.283333333,0.021388889,6,-97.7433354,30.2309088,FHB 1329
2574,277,0.277,0.1721278,21,0.35,0.005833333,7,-97.7477129,30.2235011,FHB 1329
2575,NA,NA,NA,NA,NA,NA,NA,-97.7500862,30.2248727,FHB 1329
2576,104,0.104,0.0646256,35,0.583333333,0.009722222,1,-97.7587926,30.263412,FBV 4427
2577,890,0.89,0.553046,123,2.05,0.034166667,2,-97.7578331,30.2629739,FBV 4427
2578,99,0.099,0.0615186,23,0.383333333,0.006388889,3,-97.7545735,30.2702772,FBV 4427
2579,NA,NA,NA,NA,NA,NA,NA,-97.7536282,30.2699148,FBV 4427
2580,1838,1.838,1.1421332,342,5.7,0.095,1,-97.7536282,30.2699148,FBV 4427
2581,742,0.742,0.4610788,119,1.983333333,0.033055556,2,-97.7353905,30.2649534,FBV 4427
2582,579,0.579,0.3597906,94,1.566666667,0.026111111,3,-97.7377278,30.2586096,FBV 4427
2583,NA,NA,NA,NA,NA,NA,NA,-97.7383112,30.2537461,FBV 4427
2584,457,0.457,0.2839798,69,1.15,0.019166667,1,-97.7383112,30.2537461,FBV 4427
2585,70,0.07,0.043498,30,0.5,0.008333333,2,-97.7381301,30.2575717,FBV 4427
2586,91,0.091,0.0565474,14,0.233333333,0.003888889,3,-97.7374389,30.2573698,FBV 4427
2587,502,0.502,0.3119428,98,1.633333333,0.027222222,4,-97.7365366,30.2571187,FBV 4427
2588,2001,2.001,1.2434214,109,1.816666667,0.030277778,5,-97.7356738,30.2615328,FBV 4427
