,m,km,miles,seconds,minutes,hours,leg,lon,lat,Name
917,102,0.102,0.0633828,17,0.283333333,0.004722222,4,-97.7466716,30.2712098,FHB 2828
918,2,0.002,0.0012428,2,0.033333333,0.000555556,5,-97.7469345,30.2703407,FHB 2828
919,NA,NA,NA,NA,NA,NA,NA,-97.746925,30.2703283,FHB 2828
920,125,0.125,0.077675,20,0.333333333,0.005555556,1,-97.7433434,30.2489774,FJC 9787
921,319,0.319,0.1982266,70,1.166666667,0.019444444,2,-97.744581,30.249259,FJC 9787
922,481,0.481,0.2988934,111,1.85,0.030833333,3,-97.7439221,30.2517238,FJC 9787
923,1531,1.531,0.9513634,220,3.666666667,0.061111111,4,-97.7487007,30.2521511,FJC 9787
924,242,0.242,0.1503788,78,1.3,0.021666667,5,-97.7438459,30.2652644,FJC 9787
925,216,0.216,0.1342224,44,0.733333333,0.012222222,6,-97.7462355,30.2659455,FJC 9787
926,107,0.107,0.0664898,25,0.416666667,0.006944444,7,-97.7455449,30.267796,FJC 9787
927,NA,NA,NA,NA,NA,NA,NA,-97.744493,30.2674877,FJC 9787
928,9,0.009,0.0055926,1,0.016666667,0.000277778,1,-97.7116948,30.2357205,FJC 9785
929,247,0.247,0.1534858,36,0.6,0.01,2,-97.7116695,30.2356437,FJC 9785
930,676,0.676,0.4200664,87,1.45,0.024166667,3,-97.7138905,30.2367281,FJC 9785
931,2466,2.466,1.5323724,261,4.35,0.0725,4,-97.7175008,30.231724,FJC 9785
932,587,0.587,0.3647618,36,0.6,0.01,5,-97.7339067,30.2476864,FJC 9785
933,3049,3.049,1.8946486,179,2.983333333,0.049722222,6,-97.7359506,30.2523655,FJC 9785
934,383,0.383,0.2379962,18,0.3,0.005,7,-97.7297143,30.2786941,FJC 9785
935,423,0.423,0.2628522,19,0.316666667,0.005277778,8,-97.7279766,30.2817811,FJC 9785
936,66,0.066,0.0410124,4,0.066666667,0.001111111,9,-97.7258267,30.2850989,FJC 9785
937,167,0.167,0.1037738,11,0.183333333,0.003055556,10,-97.7253267,30.2854416,FJC 9785
938,116,0.116,0.0720824,13,0.216666667,0.003611111,11,-97.7244946,30.2867584,FJC 9785
939,1681,1.681,1.0445734,216,3.6,0.06,12,-97.7236373,30.2863746,FJC 9785
940,NA,NA,NA,NA,NA,NA,NA,-97.7400456,30.2897081,FJC 9785
941,53,0.053,0.0329342,11,0.183333333,0.003055556,1,-97.759123,30.2373504,CZS 9750
942,299,0.299,0.1857986,64,1.066666667,0.017777778,2,-97.7593827,30.236927,CZS 9750
943,2543,2.543,1.5802202,265,4.416666667,0.073611111,3,-97.7621314,30.2381828,CZS 9750
944,809,0.809,0.5027126,112,1.866666667,0.031111111,4,-97.7500919,30.2583913,CZS 9750
945,3318,3.318,2.0618052,371,6.183333333,0.103055556,5,-97.7580246,30.2607563,CZS 9750
946,831,0.831,0.5163834,144,2.4,0.04,6,-97.752787,30.2885414,CZS 9750
947,24,0.024,0.0149136,39,0.65,0.010833333,7,-97.7441717,30.2878785,CZS 9750
948,NA,NA,NA,NA,NA,NA,NA,-97.744192,30.2876598,CZS 9750
949,9,0.009,0.0055926,1,0.016666667,0.000277778,1,-97.7116948,30.2357205,CZT 0933
950,247,0.247,0.1534858,36,0.6,0.01,2,-97.7116695,30.2356437,CZT 0933
951,676,0.676,0.4200664,87,1.45,0.024166667,3,-97.7138905,30.2367281,CZT 0933
952,2466,2.466,1.5323724,261,4.35,0.0725,4,-97.7175008,30.231724,CZT 0933
953,587,0.587,0.3647618,36,0.6,0.01,5,-97.7339067,30.2476864,CZT 0933
954,2264,2.264,1.4068496,142,2.366666667,0.039444444,6,-97.7359506,30.2523655,CZT 0933
955,253,0.253,0.1572142,20,0.333333333,0.005555556,7,-97.7322486,30.2719902,CZT 0933
956,62,0.062,0.0385268,20,0.333333333,0.005555556,8,-97.7311111,30.2740055,CZT 0933
957,1120,1.12,0.695968,130,2.166666667,0.036111111,9,-97.7309828,30.2745531,CZT 0933
958,430,0.43,0.267202,77,1.283333333,0.021388889,10,-97.7419196,30.2776544,CZT 0933
959,268,0.268,0.1665352,53,0.883333333,0.014722222,11,-97.7405371,30.2813363,CZT 0933
960,385,0.385,0.239239,91,1.516666667,0.025277778,12,-97.7431987,30.2820733,CZT 0933
961,NA,NA,NA,NA,NA,NA,NA,-97.7428448,30.2855203,CZT 0933
962,30,0.03,0.018642,3,0.05,0.000833333,1,-97.7333592,30.2386601,FBV 4384
963,392,0.392,0.2435888,57,0.95,0.015833333,2,-97.733544,30.238438,FBV 4384
964,832,0.832,0.5170048,103,1.716666667,0.028611111,3,-97.7365057,30.240639,FBV 4384
965,523,0.523,0.3249922,43,0.716666667,0.011944444,4,-97.7348358,30.2477683,FBV 4384
966,3049,3.049,1.8946486,179,2.983333333,0.049722222,5,-97.7359506,30.2523655,FBV 4384
967,383,0.383,0.2379962,18,0.3,0.005,6,-97.7297143,30.2786941,FBV 4384
968,170,0.17,0.105638,27,0.45,0.0075,7,-97.7279766,30.2817811,FBV 4384
969,51,0.051,0.0316914,21,0.35,0.005833333,8,-97.7269327,30.282991,FBV 4384
970,51,0.051,0.0316914,18,0.3,0.005,9,-97.7274559,30.2830848,FBV 4384
971,79,0.079,0.0490906,16,0.266666667,0.004444444,10,-97.7279694,30.28321,FBV 4384
972,NA,NA,NA,NA,NA,NA,NA,-97.7283831,30.2826039,FBV 4384
973,92,0.092,0.0571688,16,0.266666667,0.004444444,1,-97.7246953,30.240369,FBV 4394
974,175,0.175,0.108745,27,0.45,0.0075,2,-97.7244655,30.2411353,FBV 4394
975,131,0.131,0.0814034,23,0.383333333,0.006388889,3,-97.7261842,30.2415675,FBV 4394
976,1076,1.076,0.6686264,102,1.7,0.028333333,4,-97.726841,30.2405382,FBV 4394
977,187,0.187,0.1162018,54,0.9,0.015,5,-97.7339067,30.2476864,FBV 4394
978,597,0.597,0.3709758,42,0.7,0.011666667,6,-97.7357879,30.2481136,FBV 4394
979,205,0.205,0.127387,12,0.2,0.003333333,7,-97.7361319,30.2429137,FBV 4394
980,1162,1.162,0.7220668,53,0.883333333,0.014722222,8,-97.7368491,30.2411905,FBV 4394
981,144,0.144,0.0894816,10,0.166666667,0.002777778,9,-97.7423785,30.2319014,FBV 4394
982,925,0.925,0.574795,77,1.283333333,0.021388889,10,-97.7433354,30.2309088,FBV 4394
983,277,0.277,0.1721278,21,0.35,0.005833333,11,-97.7477129,30.2235011,FBV 4394
984,NA,NA,NA,NA,NA,NA,NA,-97.7500862,30.2248727,FBV 4394
985,1341,1.341,0.8332974,217,3.616666667,0.060277778,1,-97.754443,30.2460398,DSH 6620
986,788,0.788,0.4896632,102,1.7,0.028333333,2,-97.767479,30.2494128,DSH 6620
987,876,0.876,0.5443464,109,1.816666667,0.030277778,3,-97.7752384,30.2472827,DSH 6620
988,232,0.232,0.1441648,24,0.4,0.006666667,4,-97.7790944,30.2403519,DSH 6620
989,496,0.496,0.3082144,54,0.9,0.015,5,-97.7770798,30.2392565,DSH 6620
990,40,0.04,0.024856,8,0.133333333,0.002222222,6,-97.7793322,30.2353316,DSH 6620
991,NA,NA,NA,NA,NA,NA,NA,-97.7789754,30.2351524,DSH 6620
992,359,0.359,0.2230826,123,2.05,0.034166667,1,-97.7399213,30.2652422,FHB 1678
993,809,0.809,0.5027126,125,2.083333333,0.034722222,2,-97.7434879,30.2662006,FHB 1678
994,400,0.4,0.24856,116,1.933333333,0.032222222,3,-97.746092,30.2592861,FHB 1678
995,3484,3.484,2.1649576,362,6.033333333,0.100555556,4,-97.7500919,30.2583913,FHB 1678
996,98,0.098,0.0608972,101,1.683333333,0.028055556,5,-97.7667995,30.2307367,FHB 1678
997,NA,NA,NA,NA,NA,NA,NA,-97.7676956,30.2309221,FHB 1678
998,10,0.01,0.006214,2,0.033333333,0.000555556,1,-97.7310886,30.2706302,FBV 4395
999,151,0.151,0.0938314,50,0.833333333,0.013888889,2,-97.7311876,30.2706661,FBV 4395
1000,50,0.05,0.03107,13,0.216666667,0.003611111,3,-97.7309584,30.2719997,FBV 4395
1001,282,0.282,0.1752348,37,0.616666667,0.010277778,4,-97.7314723,30.2719125,FBV 4395
1002,140,0.14,0.086996,21,0.35,0.005833333,5,-97.7310587,30.2742435,FBV 4395
1003,2034,2.034,1.2639276,116,1.933333333,0.032222222,6,-97.7320176,30.2740473,FBV 4395
1004,131,0.131,0.0814034,7,0.116666667,0.001944444,7,-97.7371181,30.2564683,FBV 4395
1005,731,0.731,0.4542434,54,0.9,0.015,8,-97.7371744,30.2553006,FBV 4395
1006,1512,1.512,0.9395568,131,2.183333333,0.036388889,9,-97.735871,30.2488228,FBV 4395
1007,582,0.582,0.3616548,81,1.35,0.0225,10,-97.7468791,30.2571391,FBV 4395
1008,212,0.212,0.1317368,52,0.866666667,0.014444444,11,-97.7487007,30.2521511,FBV 4395
1009,NA,NA,NA,NA,NA,NA,NA,-97.7465639,30.2516694,FBV 4395
1010,114,0.114,0.0708396,45,0.75,0.0125,1,-97.7189374,30.3387341,CZT 0923
1011,57,0.057,0.0354198,53,0.883333333,0.014722222,2,-97.7183908,30.3396464,CZT 0923
1012,2826,2.826,1.7560764,311,5.183333333,0.086388889,3,-97.7178706,30.3394054,CZT 0923
1013,3089,3.089,1.9195046,353,5.883333333,0.098055556,4,-97.7320133,30.317154,CZT 0923
1014,308,0.308,0.1913912,50,0.833333333,0.013888889,5,-97.7411696,30.2919673,CZT 0923
1015,NA,NA,NA,NA,NA,NA,NA,-97.7379813,30.2917337,CZT 0923
1016,136,0.136,0.0845104,21,0.35,0.005833333,1,-97.7379813,30.2917337,CZT 0923
1017,145,0.145,0.090103,23,0.383333333,0.006388889,2,-97.7365725,30.2916254,CZT 0923
1018,278,0.278,0.1727492,47,0.783333333,0.013055556,3,-97.7363225,30.2928716,CZT 0923
1019,267,0.267,0.1659138,37,0.616666667,0.010277778,4,-97.7342249,30.2917476,CZT 0923
1020,1040,1.04,0.646256,147,2.45,0.040833333,5,-97.732879,30.293844,CZT 0923
1021,145,0.145,0.090103,18,0.3,0.005,6,-97.7234218,30.2892942,CZT 0923
1022,301,0.301,0.1870414,16,0.266666667,0.004444444,7,-97.7241441,30.2881506,CZT 0923
1023,377,0.377,0.2342678,19,0.316666667,0.005277778,8,-97.7254686,30.2857378,CZT 0923
1024,4234,4.234,2.6310076,210,3.5,0.058333333,9,-97.727424,30.282798,CZT 0923
1025,126,0.126,0.0782964,8,0.133333333,0.002222222,10,-97.7350715,30.2464244,CZT 0923
1026,520,0.52,0.323128,45,0.75,0.0125,11,-97.735311,30.2453136,CZT 0923
1027,429,0.429,0.2665806,52,0.866666667,0.014444444,12,-97.7373993,30.2410624,CZT 0923
1028,105,0.105,0.065247,20,0.333333333,0.005555556,13,-97.7411581,30.2431,CZT 0923
1029,198,0.198,0.1230372,36,0.6,0.01,14,-97.7414845,30.2421981,CZT 0923
1030,58,0.058,0.0360412,13,0.216666667,0.003611111,15,-97.7396825,30.2413265,CZT 0923
1031,NA,NA,NA,NA,NA,NA,NA,-97.7396356,30.2408999,CZT 0923
1032,58,0.058,0.0360412,7,0.116666667,0.001944444,1,-97.7396356,30.2408999,CZT 0923
1033,311,0.311,0.1932554,51,0.85,0.014166667,2,-97.7396825,30.2413265,CZT 0923
1034,874,0.874,0.5431036,112,1.866666667,0.031111111,3,-97.7425199,30.2426739,CZT 0923
1035,1156,1.156,0.7183384,122,2.033333333,0.033888889,4,-97.738798,30.249797,CZT 0923
1036,1276,1.276,0.7929064,226,3.766666667,0.062777778,5,-97.7468791,30.2571391,CZT 0923
1037,313,0.313,0.1944982,67,1.116666667,0.018611111,6,-97.742813,30.268066,CZT 0923
1038,NA,NA,NA,NA,NA,NA,NA,-97.7459184,30.2689274,CZT 0923
1039,1,0.001,0.0006214,0,0,0,1,-97.7177956,30.3174691,CSG 1521
1040,138,0.138,0.0857532,30,0.5,0.008333333,2,-97.7177865,30.3174647,CSG 1521
1041,321,0.321,0.1994694,48,0.8,0.013333333,3,-97.718494,30.316383,CSG 1521
1042,68,0.068,0.0422552,16,0.266666667,0.004444444,4,-97.7156521,30.3149197,CSG 1521
1043,1331,1.331,0.8270834,152,2.533333333,0.042222222,5,-97.7149715,30.3150732,CSG 1521
1044,4091,4.091,2.5421474,208,3.466666667,0.057777778,6,-97.7160072,30.3032904,CSG 1521
1045,168,0.168,0.1043952,14,0.233333333,0.003888889,7,-97.7331504,30.2699518,CSG 1521
1046,325,0.325,0.201955,57,0.95,0.015833333,8,-97.7340122,30.268675,CSG 1521
1047,786,0.786,0.4884204,148,2.466666667,0.041111111,9,-97.7350266,30.265884,CSG 1521
1048,45,0.045,0.027963,12,0.2,0.003333333,10,-97.742813,30.268066,CSG 1521
1049,NA,NA,NA,NA,NA,NA,NA,-97.7429438,30.2676753,CSG 1521
1050,5596,5.596,3.4773544,753,12.55,0.209166667,1,-97.7429438,30.2676753,CSG 1521
1051,105,0.105,0.065247,15,0.25,0.004166667,2,-97.7648311,30.2214467,CSG 1521
1052,NA,NA,NA,NA,NA,NA,NA,-97.7658017,30.2218727,CSG 1521
1053,159,0.159,0.0988026,24,0.4,0.006666667,1,-97.7267881,30.322207,FHB 1677
1054,2462,2.462,1.5298868,285,4.75,0.079166667,2,-97.7282426,30.3228999,FHB 1677
1055,635,0.635,0.394589,81,1.35,0.0225,3,-97.7428911,30.3054757,FHB 1677
1056,302,0.302,0.1876628,33,0.55,0.009166667,4,-97.748715,30.3073524,FHB 1677
1057,119,0.119,0.0739466,26,0.433333333,0.007222222,5,-97.7515888,30.3077563,FHB 1677
1058,33,0.033,0.0205062,8,0.133333333,0.002222222,6,-97.7521923,30.3068263,FHB 1677
1059,NA,NA,NA,NA,NA,NA,NA,-97.7525215,30.306905,FHB 1677
1060,33,0.033,0.0205062,4,0.066666667,0.001111111,1,-97.7525215,30.306905,FHB 1677
1061,119,0.119,0.0739466,41,0.683333333,0.011388889,2,-97.7521923,30.3068263,FHB 1677
1062,314,0.314,0.1951196,33,0.55,0.009166667,3,-97.7515888,30.3077563,FHB 1677
1063,1097,1.097,0.6816758,178,2.966666667,0.049444444,4,-97.748559,30.3072387,FHB 1677
1064,776,0.776,0.4822064,92,1.533333333,0.025555556,5,-97.7383937,30.3029032,FHB 1677
1065,194,0.194,0.1205516,42,0.7,0.011666667,6,-97.7344083,30.3086304,FHB 1677
1066,579,0.579,0.3597906,122,2.033333333,0.033888889,7,-97.7326544,30.30777,FHB 1677
1067,NA,NA,NA,NA,NA,NA,NA,-97.7274748,30.3052785,FHB 1677
1068,51,0.051,0.0316914,8,0.133333333,0.002222222,1,-97.7274748,30.3052785,FHB 1677
1069,284,0.284,0.1764776,58,0.966666667,0.016111111,2,-97.7279342,30.3055013,FHB 1677
1070,1235,1.235,0.767429,180,3,0.05,3,-97.7264769,30.3077216,FHB 1677
1071,90,0.09,0.055926,28,0.466666667,0.007777778,4,-97.7374995,30.3134234,FHB 1677
1072,NA,NA,NA,NA,NA,NA,NA,-97.737974,30.3129063,FHB 1677
1073,42,0.042,0.0260988,9,0.15,0.0025,1,-97.737974,30.3129063,FHB 1677
1074,2384,2.384,1.4814176,286,4.766666667,0.079444444,2,-97.737743,30.3132264,FHB 1677
1075,36,0.036,0.0223704,7,0.116666667,0.001944444,3,-97.7160462,30.3036135,FHB 1677
1076,4091,4.091,2.5421474,208,3.466666667,0.057777778,4,-97.7160072,30.3032904,FHB 1677
1077,168,0.168,0.1043952,14,0.233333333,0.003888889,5,-97.7331504,30.2699518,FHB 1677
1078,325,0.325,0.201955,57,0.95,0.015833333,6,-97.7340122,30.268675,FHB 1677
1079,526,0.526,0.3268564,95,1.583333333,0.026388889,7,-97.7350266,30.265884,FHB 1677
1080,NA,NA,NA,NA,NA,NA,NA,-97.7402372,30.2673359,FHB 1677
1081,714,0.714,0.4436796,69,1.15,0.019166667,1,-97.7275437,30.2875541,CK9 T283
1082,412,0.412,0.2560168,58,0.966666667,0.016111111,2,-97.7343373,30.2893531,CK9 T283
1083,756,0.756,0.4697784,114,1.9,0.031666667,3,-97.7359627,30.292615,CK9 T283
1084,175,0.175,0.108745,34,0.566666667,0.009444444,4,-97.742103,30.2964923,CK9 T283
1085,211,0.211,0.1311154,58,0.966666667,0.016111111,5,-97.74122,30.2978671,CK9 T283
1086,154,0.154,0.0956956,25,0.416666667,0.006944444,6,-97.7431316,30.298809,CK9 T283
1087,70,0.07,0.043498,18,0.3,0.005,7,-97.7439062,30.2975962,CK9 T283
1088,NA,NA,NA,NA,NA,NA,NA,-97.744549,30.297899,CK9 T283
1089,280,0.28,0.173992,60,1,0.016666667,1,-97.744549,30.297899,CK9 T283
1090,1848,1.848,1.1483472,229,3.816666667,0.063611111,2,-97.7419853,30.2966917,CK9 T283
1091,825,0.825,0.512655,104,1.733333333,0.028888889,3,-97.732778,30.3112766,CK9 T283
1092,2395,2.395,1.488253,339,5.65,0.094166667,4,-97.7284497,30.317645,CK9 T283
1093,1,0.001,0.0006214,2,0.033333333,0.000555556,5,-97.7065671,30.3075244,CK9 T283
1094,NA,NA,NA,NA,NA,NA,NA,-97.7065724,30.3075159,CK9 T283
1095,191,0.191,0.1186874,32,0.533333333,0.008888889,1,-97.7065724,30.3075159,CK9 T283
1096,417,0.417,0.2591238,49,0.816666667,0.013611111,2,-97.7075171,30.3059996,CK9 T283
1097,743,0.743,0.4617002,69,1.15,0.019166667,3,-97.7039132,30.3041528,CK9 T283
1098,164,0.164,0.1019096,42,0.7,0.011666667,4,-97.7072703,30.2982088,CK9 T283
1099,964,0.964,0.5990296,132,2.2,0.036666667,5,-97.7089074,30.2979118,CK9 T283
1100,1837,1.837,1.1415118,208,3.466666667,0.057777778,6,-97.7159836,30.303617,CK9 T283
1101,1961,1.961,1.2185654,217,3.616666667,0.060277778,7,-97.7329807,30.3108416,CK9 T283
1102,548,0.548,0.3405272,80,1.333333333,0.022222222,8,-97.7427992,30.2953853,CK9 T283
1103,56,0.056,0.0347984,30,0.5,0.008333333,9,-97.7477787,30.2977919,CK9 T283
1104,NA,NA,NA,NA,NA,NA,NA,-97.7479166,30.2973058,CK9 T283
1105,56,0.056,0.0347984,7,0.116666667,0.001944444,1,-97.7479166,30.2973058,CK9 T283
1106,548,0.548,0.3405272,121,2.016666667,0.033611111,2,-97.7477787,30.2977919,CK9 T283
1107,1323,1.323,0.8221122,222,3.7,0.061666667,3,-97.7427992,30.2953853,CK9 T283
1108,107,0.107,0.0664898,37,0.616666667,0.010277778,4,-97.7418976,30.2838185,CK9 T283
1109,48,0.048,0.0298272,10,0.166666667,0.002777778,5,-97.7430085,30.283869,CK9 T283
1110,NA,NA,NA,NA,NA,NA,NA,-97.7429653,30.2842951,CK9 T283
1111,47,0.047,0.0292058,6,0.1,0.001666667,1,-97.7573894,30.2806144,FGZ 8805
1112,197,0.197,0.1224158,38,0.633333333,0.010555556,2,-97.756964,30.2804127,FGZ 8805
1113,356,0.356,0.2212184,34,0.566666667,0.009444444,3,-97.7560807,30.2820116,FGZ 8805
1114,2151,2.151,1.3366314,246,4.1,0.068333333,4,-97.7531659,30.2800661,FGZ 8805
1115,79,0.079,0.0490906,10,0.166666667,0.002777778,5,-97.7317668,30.2747227,FGZ 8805
1116,6059,6.059,3.7650626,286,4.766666667,0.079444444,6,-97.7320176,30.2740473,FGZ 8805
1117,1539,1.539,0.9563346,64,1.066666667,0.017777778,7,-97.7476621,30.2230365,FGZ 8805
1118,6827,6.827,4.2422978,236,3.933333333,0.065555556,8,-97.7427366,30.2159857,FGZ 8805
1119,NA,NA,NA,NA,NA,NA,NA,-97.6746047,30.2212319,FGZ 8805
1120,690,0.69,0.428766,29,0.483333333,0.008055556,1,-97.6746047,30.2212319,FGZ 8805
1121,445,0.445,0.276523,23,0.383333333,0.006388889,2,-97.6684155,30.2180866,FGZ 8805
1122,1676,1.676,1.0414664,88,1.466666667,0.024444444,3,-97.6646325,30.2157984,FGZ 8805
1123,8383,8.383,5.2091962,295,4.916666667,0.081944444,4,-97.6776664,30.2229079,FGZ 8805
1124,3544,3.544,2.2022416,126,2.1,0.035,5,-97.7603374,30.2210822,FGZ 8805
1125,797,0.797,0.4952558,32,0.533333333,0.008888889,6,-97.7935664,30.2326622,FGZ 8805
1126,1111,1.111,0.6903754,78,1.3,0.021666667,7,-97.7988783,30.2379518,FGZ 8805
1127,355,0.355,0.220597,26,0.433333333,0.007222222,8,-97.8035489,30.2470794,FGZ 8805
1128,4199,4.199,2.6092586,159,2.65,0.044166667,9,-97.8026347,30.2500173,FGZ 8805
1129,223,0.223,0.1385722,11,0.183333333,0.003055556,10,-97.7713229,30.2740081,FGZ 8805
1130,215,0.215,0.133601,18,0.3,0.005,11,-97.7694452,30.275097,FGZ 8805
1131,545,0.545,0.338663,50,0.833333333,0.013888889,12,-97.7678374,30.2761704,FGZ 8805
1132,492,0.492,0.3057288,88,1.466666667,0.024444444,13,-97.7633408,30.2737325,FGZ 8805
1133,1,0.001,0.0006214,13,0.216666667,0.003611111,14,-97.7608792,30.277607,FGZ 8805
1134,NA,NA,NA,NA,NA,NA,NA,-97.7608685,30.277602,FGZ 8805
1135,87,0.087,0.0540618,11,0.183333333,0.003055556,1,-97.7609112,30.2584993,FHB 1335
1136,131,0.131,0.0814034,35,0.583333333,0.009722222,2,-97.7604004,30.2591402,FHB 1335
1137,1383,1.383,0.8593962,208,3.466666667,0.057777778,3,-97.7592199,30.2585513,FHB 1335
1138,1374,1.374,0.8538036,251,4.183333333,0.069722222,4,-97.7545735,30.2702772,FHB 1335
1139,NA,NA,NA,NA,NA,NA,NA,-97.7409614,30.2665191,FHB 1335
1140,563,0.563,0.3498482,114,1.9,0.031666667,1,-97.7409614,30.2665191,FHB 1335
1141,53,0.053,0.0329342,10,0.166666667,0.002777778,2,-97.7353905,30.2649534,FHB 1335
1142,122,0.122,0.0758108,19,0.316666667,0.005277778,3,-97.7355532,30.264495,FHB 1335
1143,531,0.531,0.3299634,82,1.366666667,0.022777778,4,-97.7346371,30.2642091,FHB 1335
1144,1154,1.154,0.7170956,64,1.066666667,0.017777778,5,-97.7330577,30.2687832,FHB 1335
1145,383,0.383,0.2379962,18,0.3,0.005,6,-97.7297143,30.2786941,FHB 1335
1146,170,0.17,0.105638,27,0.45,0.0075,7,-97.7279766,30.2817811,FHB 1335
1147,596,0.596,0.3703544,70,1.166666667,0.019444444,8,-97.7269327,30.282991,FHB 1335
1148,362,0.362,0.2249468,53,0.883333333,0.014722222,9,-97.7208332,30.2839801,FHB 1335
1149,146,0.146,0.0907244,66,1.1,0.018333333,10,-97.7171429,30.284605,FHB 1335
1150,NA,NA,NA,NA,NA,NA,NA,-97.7168467,30.2833216,FHB 1335
1151,308,0.308,0.1913912,50,0.833333333,0.013888889,1,-97.7168467,30.2833216,FHB 1335
1152,1391,1.391,0.8643674,192,3.2,0.053333333,2,-97.7162472,30.2806022,FHB 1335
1153,1688,1.688,1.0489232,246,4.1,0.068333333,3,-97.730493,30.2785614,FHB 1335
1154,426,0.426,0.2647164,135,2.25,0.0375,4,-97.7357078,30.2640672,FHB 1335
1155,NA,NA,NA,NA,NA,NA,NA,-97.7399213,30.2652422,FHB 1335
1156,182,0.182,0.1130948,49,0.816666667,0.013611111,1,-97.7297017,30.2406291,CSF 9071
1157,879,0.879,0.5462106,98,1.633333333,0.027222222,2,-97.728348,30.241749,CSF 9071
1158,1686,1.686,1.0476804,183,3.05,0.050833333,3,-97.7339067,30.2476864,CSF 9071
1159,839,0.839,0.5213546,120,2,0.033333333,4,-97.7468791,30.2571391,CSF 9071
1160,168,0.168,0.1043952,60,1,0.016666667,5,-97.744197,30.26432,CSF 9071
1161,NA,NA,NA,NA,NA,NA,NA,-97.7458596,30.2647784,CSF 9071
1162,33,0.033,0.0205062,12,0.2,0.003333333,1,-97.7458596,30.2647784,CSF 9071
1163,104,0.104,0.0646256,39,0.65,0.010833333,2,-97.7455291,30.2646869,CSF 9071
1164,1026,1.026,0.6375564,209,3.483333333,0.058055556,3,-97.7458404,30.2637895,CSF 9071
1165,648,0.648,0.4026672,86,1.433333333,0.023888889,4,-97.7357836,30.2610217,CSF 9071
1166,3340,3.34,2.075476,286,4.766666667,0.079444444,5,-97.7338513,30.266593,CSF 9071
1167,816,0.816,0.5070624,72,1.2,0.02,6,-97.701673,30.256036,CSF 9071
1168,NA,NA,NA,NA,NA,NA,NA,-97.6975534,30.2624519,CSF 9071
1169,180,0.18,0.111852,20,0.333333333,0.005555556,1,-97.7428226,30.2553372,FJC 9783
1170,1082,1.082,0.6723548,131,2.183333333,0.036388889,2,-97.7443495,30.2543984,FJC 9783
1171,609,0.609,0.3784326,44,0.733333333,0.012222222,3,-97.736166,30.248087,FJC 9783
1172,205,0.205,0.127387,12,0.2,0.003333333,4,-97.7361319,30.2429137,FJC 9783
1173,2271,2.271,1.4111994,96,1.6,0.026666667,5,-97.7368491,30.2411905,FJC 9783
1174,1539,1.539,0.9563346,64,1.066666667,0.017777778,6,-97.7476621,30.2230365,FJC 9783
1175,6827,6.827,4.2422978,236,3.933333333,0.065555556,7,-97.7427366,30.2159857,FJC 9783
1176,NA,NA,NA,NA,NA,NA,NA,-97.6746047,30.2212319,FJC 9783
1177,46,0.046,0.0285844,8,0.133333333,0.002222222,1,-97.7248314,30.2534103,FJC 9789
1178,1314,1.314,0.8165196,206,3.433333333,0.057222222,2,-97.7250169,30.2530254,FJC 9789
1179,1055,1.055,0.655577,101,1.683333333,0.028055556,3,-97.737698,30.25745,FJC 9789
1180,597,0.597,0.3709758,46,0.766666667,0.012777778,4,-97.7357879,30.2481136,FJC 9789
1181,205,0.205,0.127387,12,0.2,0.003333333,5,-97.7361319,30.2429137,FJC 9789
1182,2271,2.271,1.4111994,96,1.6,0.026666667,6,-97.7368491,30.2411905,FJC 9789
1183,1875,1.875,1.165125,78,1.3,0.021666667,7,-97.7476621,30.2230365,FJC 9789
1184,734,0.734,0.4561076,33,0.55,0.009166667,8,-97.7620701,30.221934,FJC 9789
1185,1134,1.134,0.7046676,107,1.783333333,0.029722222,9,-97.7678518,30.226208,FJC 9789
1186,220,0.22,0.136708,39,0.65,0.010833333,10,-97.779121,30.228112,FJC 9789
1187,NA,NA,NA,NA,NA,NA,NA,-97.7802889,30.2264178,FJC 9789
1188,174,0.174,0.1081236,39,0.65,0.010833333,1,-97.7110504,30.3291221,CK9 T281
1189,556,0.556,0.3454984,68,1.133333333,0.018888889,2,-97.7111645,30.3306774,CK9 T281
1190,198,0.198,0.1230372,15,0.25,0.004166667,3,-97.7058544,30.3298189,CK9 T281
1191,3093,3.093,1.9219902,132,2.2,0.036666667,4,-97.7064457,30.3281155,CK9 T281
1192,521,0.521,0.3237494,22,0.366666667,0.006111111,5,-97.7152968,30.3019065,CK9 T281
1193,564,0.564,0.3504696,24,0.4,0.006666667,6,-97.7178061,30.29777,CK9 T281
1194,810,0.81,0.503334,76,1.266666667,0.021111111,7,-97.7206196,30.2933204,CK9 T281
1195,141,0.141,0.0876174,19,0.316666667,0.005277778,8,-97.7248489,30.2870575,CK9 T281
1196,1522,1.522,0.9457708,241,4.016666667,0.066944444,9,-97.7263029,30.2871332,CK9 T281
1197,83,0.083,0.0515762,30,0.5,0.008333333,10,-97.7413871,30.2898166,CK9 T281
1198,293,0.293,0.1820702,77,1.283333333,0.021388889,11,-97.741463,30.2890715,CK9 T281
1199,152,0.152,0.0944528,38,0.633333333,0.010555556,12,-97.7445075,30.2892959,CK9 T281
1200,249,0.249,0.1547286,75,1.25,0.020833333,13,-97.7444054,30.2906644,CK9 T281
1201,NA,NA,NA,NA,NA,NA,NA,-97.746993,30.2908315,CK9 T281
1202,54,0.054,0.0335556,10,0.166666667,0.002777778,1,-97.746993,30.2908315,CK9 T281
