"","address","charging","engineType","exterior","fuel","interior","name","smartPhoneRequired","vin","City","Longitude","Latitude","Altitude","Time....Sys.time.."
"1616","Pruett St 2357, 78703 Austin",NA,"CE","GOOD",96,"GOOD","FGZ 8803","FALSE","WMEEJ3BA5FK801483","austin",-97.77217,30.28156,0,2015-12-05 22:40:42
"1617","Easy Wind Dr, 78752 Austin",NA,"CE","GOOD",36,"GOOD","FHB 0246","FALSE","WMEEJ3BA4FK802043","austin",-97.71855,30.33956,0,2015-12-05 22:40:42
"1618","Garden Villa Ln 3764, 78704 Austin",NA,"CE","GOOD",84,"GOOD","CSG 1099","FALSE","WMEEJ3BA5EK749142","austin",-97.77309,30.23102,0,2015-12-05 22:40:42
"1619","Nelray Blvd 531, 78751 Austin",NA,"CE","GOOD",96,"GOOD","CZT 1026","FALSE","WMEEJ3BA8EK748230","austin",-97.72522,30.32146,0,2015-12-05 22:40:42
"1620","Crossing Pl, 78741 Austin",NA,"CE","GOOD",57,"GOOD","FHB 2860","FALSE","WMEEJ3BA3FK802079","austin",-97.71133,30.24052,0,2015-12-05 22:40:42
"1621","Pedernales St 86, 78702 Austin",NA,"CE","GOOD",66,"GOOD","FHB 2863","FALSE","WMEEJ3BA3FK802325","austin",-97.71731,30.25326,0,2015-12-05 22:40:42
"1622","Onion St 624, 78702 Austin",NA,"CE","GOOD",57,"GOOD","CZT 0919","FALSE","WMEEJ3BA3EK748832","austin",-97.72746,30.26365,0,2015-12-05 22:40:42
"1623","Timbercreek Apartments",NA,"CE","GOOD",42,"GOOD","FFD 7840","FALSE","WMEEJ3BA2FK803210","austin",-97.75159,30.25617,0,2015-12-05 22:40:42
"1624","E 2nd St 1982, 78702 Austin",NA,"CE","GOOD",84,"GOOD","FBV 4364","FALSE","WMEEJ3BA5FK799606","austin",-97.72332,30.25776,0,2015-12-05 22:40:42
"1625","Sabine St 626, 78701 Austin",NA,"CE","GOOD",96,"UNACCEPTABLE","CYL 4629","FALSE","WMEEJ3BA6EK748789","austin",-97.73603,30.26645,0,2015-12-05 22:40:42
"1626","Josephine St 796, 78704 Austin",NA,"CE","GOOD",63,"GOOD","FJC 9926","FALSE","WMEEJ3BA2FK801196","austin",-97.76111,30.25813,0,2015-12-05 22:40:42
"1627","Wickersham Ln 2213, 78741 Austin",NA,"CE","GOOD",36,"GOOD","FHB 2827","FALSE","WMEEJ3BA9FK802670","austin",-97.72119,30.22967,0,2015-12-05 22:40:42
"1628","Brittany Blvd 1899, 78745 Austin",NA,"CE","GOOD",51,"GOOD","CSF 9191","FALSE","WMEEJ3BA5EK734706","austin",-97.79551,30.21606,0,2015-12-05 22:40:42
"1629","Campbell St 544, 78703 Austin",NA,"CE","GOOD",24,"GOOD","FGZ 8800","FALSE","WMEEJ3BA1FK801576","austin",-97.7645,30.27529,0,2015-12-05 22:40:42
"1630","Gibson St W 1143, 78704 Austin",NA,"CE","GOOD",24,"GOOD","FBV 4487","FALSE","WMEEJ3BA8FK803020","austin",-97.76145,30.25456,0,2015-12-05 22:40:42
"1631","Stark St 811, 78756 Austin",NA,"CE","GOOD",78,"GOOD","FBV 4423","FALSE","WMEEJ3BA5FK799685","austin",-97.72725,30.32585,0,2015-12-05 22:40:42
"1632","Longview St 2538, 78705 Austin",NA,"CE","GOOD",100,"GOOD","FBV 4369","FALSE","WMEEJ3BA7FK799204","austin",-97.75064,30.29037,0,2015-12-05 22:40:42
"1633","Humming Bird Ln 5576, 78745 Austin",NA,"CE","GOOD",69,"GOOD","FGZ 8846","FALSE","WMEEJ3BA4FK802883","austin",-97.77846,30.20737,0,2015-12-05 22:40:42
"1634","Capitol Metro Headquarters",NA,"CE","GOOD",33,"GOOD","FBV 4436","FALSE","WMEEJ3BA9FK799317","austin",-97.7099,30.25625,0,2015-12-05 22:40:42
"1635","E 6th St 1935, 78702 Austin",NA,"CE","GOOD",57,"GOOD","FBV 4429","FALSE","WMEEJ3BA3FK799474","austin",-97.7221,30.26146,0,2015-12-05 22:40:42
"1636","Lamar Square Dr 1355, 78704 Austin",NA,"CE","GOOD",87,"GOOD","CZS 9749","FALSE","WMEEJ3BA2EK748112","austin",-97.76361,30.25403,0,2015-12-05 22:40:42
"1637","The Canopy",NA,"CE","GOOD",51,"GOOD","FBV 4360","FALSE","WMEEJ3BA0FK799920","austin",-97.69811,30.26199,0,2015-12-05 22:40:42
"1638","Durwood St 2597, 78704 Austin",NA,"CE","GOOD",60,"GOOD","FBV 4431","FALSE","WMEEJ3BA4FK799435","austin",-97.75938,30.23866,0,2015-12-05 22:40:42
"1639","E 3rd St 648, 78701 Austin",NA,"CE","GOOD",57,"GOOD","CZT 0935","FALSE","WMEEJ3BAXEK748343","austin",-97.73756,30.26355,0,2015-12-05 22:40:42
"1640","E 40th St 904, 78751 Austin",NA,"CE","UNACCEPTABLE",63,"UNACCEPTABLE","FGZ 8615","FALSE","WMEEJ3BA8FK802384","austin",-97.7224,30.29851,0,2015-12-05 22:40:42
"1641","Simond Ave 1909, 78723 Austin",NA,"CE","GOOD",15,"GOOD","FGZ 8810","FALSE","WMEEJ3BAXFK802189","austin",-97.70435,30.29689,0,2015-12-05 22:40:42
"1642","Annie St W 447, 78704 Austin",NA,"CE","GOOD",93,"GOOD","CSF 9064","FALSE","WMEEJ3BA2EK733819","austin",-97.7545,30.247,0,2015-12-05 22:40:42
"1643","Chicon St 1345, 78702 Austin",NA,"CE","GOOD",12,"GOOD","CSF 8925","FALSE","WMEEJ3BA6EK735329","austin",-97.72022,30.27549,0,2015-12-05 22:40:42
"1644","S 2nd St 1152, 78704 Austin",NA,"CE","GOOD",93,"GOOD","FBV 4393","FALSE","WMEEJ3BA2FK799241","austin",-97.75427,30.25353,0,2015-12-05 22:40:42
"1645","The Canopy",NA,"CE","GOOD",57,"GOOD","FHB 2839","FALSE","WMEEJ3BA0FK801603","austin",-97.69811,30.26199,0,2015-12-05 22:40:42
"1646","Town Lake Cir 2381, 78741 Austin",NA,"CE","GOOD",45,"GOOD","FHB 2841","FALSE","WMEEJ3BA3FK800946","austin",-97.72317,30.23896,0,2015-12-05 22:40:42
"1647","Powell St 550, 78703 Austin",NA,"CE","GOOD",75,"GOOD","FHB 2870","FALSE","WMEEJ3BA0FK802654","austin",-97.76231,30.27406,0,2015-12-05 22:40:42
"1648","E Oltorf St 4944, 78741 Austin",NA,"CE","UNACCEPTABLE",36,"UNACCEPTABLE","CSG 2238","FALSE","WMEEJ3BA1EK734993","austin",-97.7215,30.223,0,2015-12-05 22:40:42
"1649","Timbercreek Apartments",NA,"CE","GOOD",72,"GOOD","CSF 9066","FALSE","WMEEJ3BA9EK733235","austin",-97.75159,30.25617,0,2015-12-05 22:40:42
"1650","Stassney Woods - 1800 E Stassney Lane - 2 Spaces",NA,"CE","GOOD",100,"GOOD","FBV 4467","FALSE","WMEEJ3BA7FK801727","austin",-97.76107,30.19734,0,2015-12-05 22:40:42
"1651","Lamar Square Dr 1352, 78704 Austin",NA,"CE","GOOD",63,"GOOD","CZT 0995","FALSE","WMEEJ3BA8EK748163","austin",-97.76461,30.25442,0,2015-12-05 22:40:42
"1652","Angelina St 1158, 78702 Austin",NA,"CE","GOOD",45,"GOOD","CZT 0922","FALSE","WMEEJ3BA0EK748416","austin",-97.72449,30.26954,0,2015-12-05 22:40:42
"1653","Woodrow Ave 5774, 78756 Austin",NA,"CE","GOOD",100,"GOOD","FHB 2843","FALSE","WMEEJ3BA3FK801840","austin",-97.73237,30.32971,0,2015-12-05 22:40:42
"1654","Alvin, 78703 Austin",NA,"CE","GOOD",66,"GOOD","FBV 4427","FALSE","WMEEJ3BA0FK799514","austin",-97.77453,30.27954,0,2015-12-05 22:40:42
"1655","Robbins Pl 1972, 78705 Austin",NA,"CE","GOOD",66,"GOOD","CZT 1029","FALSE","WMEEJ3BA8EK748373","austin",-97.74937,30.28513,0,2015-12-05 22:40:42
"1656","Glendale Pl 2176, 78704 Austin",NA,"CE","UNACCEPTABLE",100,"UNACCEPTABLE","FHB 2854","FALSE","WMEEJ3BA4FK800020","austin",-97.74336,30.23686,0,2015-12-05 22:40:42
"1657","Lambie St 727, 78701 Austin",NA,"CE","GOOD",45,"GOOD","FBV 4492","FALSE","WMEEJ3BA8FK802630","austin",-97.73829,30.25648,0,2015-12-05 22:40:42
"1658","East Ave 72, 78701 Austin",NA,"CE","GOOD",54,"GOOD","CZT 0916","FALSE","WMEEJ3BA5EK748332","austin",-97.73778,30.25858,0,2015-12-05 22:40:42
"1659","Newning Ave 1078, 78704 Austin",NA,"CE","GOOD",72,"GOOD","FGZ 8625","FALSE","WMEEJ3BA2FK802588","austin",-97.74439,30.253,0,2015-12-05 22:40:42
"1660","Oltorf St W 1277, 78704 Austin",NA,"CE","GOOD",42,"GOOD","FJC 9937","FALSE","WMEEJ3BA3FK801790","austin",-97.76923,30.24532,0,2015-12-05 22:40:42
"1661","W 30th St 535, 78705 Austin",NA,"CE","GOOD",100,"GOOD","CZT 1027","FALSE","WMEEJ3BA9EK748267","austin",-97.74149,30.2962,0,2015-12-05 22:40:42
"1662","Garden St 2253, 78702 Austin",NA,"CE","GOOD",66,"GOOD","CZT 0921","FALSE","WMEEJ3BA1EK748814","austin",-97.72123,30.25277,0,2015-12-05 22:40:42
"1663","SL Davis Ave 2220, 78702 Austin",NA,"CE","GOOD",69,"GOOD","FGZ 9139","FALSE","WMEEJ3BA5FK800396","austin",-97.71578,30.27125,0,2015-12-05 22:40:42
"1664","W 8th St 579, 78701 Austin",NA,"CE","GOOD",100,"GOOD","CZS 9745","FALSE","WMEEJ3BA0EK748643","austin",-97.74752,30.27142,0,2015-12-05 22:40:42
"1665","E 11th St 1493, 78702 Austin",NA,"CE","GOOD",90,"GOOD","FBV 4371","FALSE","WMEEJ3BAXFK798502","austin",-97.72507,30.26764,0,2015-12-05 22:40:42
"1666","Crestview Station",NA,"CE","GOOD",33,"GOOD","FHB 1331","FALSE","WMEEJ3BA8FK801171","austin",-97.71947,30.33886,0,2015-12-05 22:40:42
"1667","Hether St 1461, 78704 Austin",NA,"CE","GOOD",100,"GOOD","FJD 0193","FALSE","WMEEJ3BA5FK802133","austin",-97.76798,30.24975,0,2015-12-05 22:40:42
"1668","Randolph Rd 3444, 78722 Austin",NA,"CE","GOOD",27,"GOOD","FHB 1332","FALSE","WMEEJ3BAXFK801057","austin",-97.71138,30.28706,0,2015-12-05 22:40:42
"1669","Oakmont Blvd 3476, 78703 Austin",NA,"CE","GOOD",18,"GOOD","FGZ 8809","FALSE","WMEEJ3BA8FK802093","austin",-97.75442,30.30826,0,2015-12-05 22:40:42
"1670","Crestview Station",NA,"CE","GOOD",27,"GOOD","CSG 1542","FALSE","WMEEJ3BA2EK733240","austin",-97.71947,30.33886,0,2015-12-05 22:40:42
"1671","Jones Rd 1975, 78745 Austin",NA,"CE","GOOD",36,"GOOD","FHB 0243","FALSE","WMEEJ3BA2FK799983","austin",-97.79388,30.22063,0,2015-12-05 22:40:42
"1672","Arpdale St 2463, 78704 Austin",NA,"CE","GOOD",27,"GOOD","FBV 4382","FALSE","WMEEJ3BA8FK799325","austin",-97.78231,30.25054,0,2015-12-05 22:40:42
"1673","The Parking Spot",NA,"CE","UNACCEPTABLE",15,"GOOD","FJC 9782","FALSE","WMEEJ3BA4FK802690","austin",-97.67598,30.22049,0,2015-12-05 22:40:42
"1674","Red River St 1444, 78701 Austin",NA,"CE","GOOD",24,"GOOD","FGZ 8804","FALSE","WMEEJ3BA6FK800374","austin",-97.73516,30.27514,0,2015-12-05 22:40:42
"1675","Valleyridge Cir 1447, 78704 Austin",NA,"CE","GOOD",87,"GOOD","FFD 7841","FALSE","WMEEJ3BA6FK803145","austin",-97.77805,30.23366,0,2015-12-05 22:40:42
"1676","Valley View Rd 3976, 78704 Austin",NA,"CE","GOOD",33,"UNACCEPTABLE","FHB 2898","FALSE","WMEEJ3BA3FK799989","austin",-97.78408,30.23249,0,2015-12-05 22:40:42
"1677","E 18th St 2266, 78702 Austin",NA,"CE","GOOD",100,"GOOD","FJC 9930","FALSE","WMEEJ3BA4FK801328","austin",-97.71743,30.27924,0,2015-12-05 22:40:42
"1678","La Casa Dr 2309, 78704 Austin",NA,"CE","GOOD",18,"GOOD","FHB 1334","FALSE","WMEEJ3BAXFK800541","austin",-97.78225,30.2488,0,2015-12-05 22:40:42
"1679","Baylor St 474, 78703 Austin",NA,"CE","GOOD",100,"GOOD","FBV 4370","FALSE","WMEEJ3BAXFK798967","austin",-97.7561,30.27069,0,2015-12-05 22:40:42
"1680","E 51st St 1757, 78723 Austin",NA,"CE","GOOD",84,"GOOD","CZT 0918","FALSE","WMEEJ3BA1EK748196","austin",-97.69855,30.30273,0,2015-12-05 22:40:42
"1681","Willow Hill Dr 2400, 78741 Austin",NA,"CE","GOOD",87,"GOOD","CSF 9072","FALSE","WMEEJ3BA5EK734575","austin",-97.72598,30.23378,0,2015-12-05 22:40:42
"1682","E 9th St 2464, 78702 Austin",NA,"CE","GOOD",57,"GOOD","FHB 2840","FALSE","WMEEJ3BA4FK801815","austin",-97.71503,30.26465,0,2015-12-05 22:40:42
"1683","Ullrich Ave 1556, 78756 Austin",NA,"CE","GOOD",45,"GOOD","CZS 9746","FALSE","WMEEJ3BA2EK748448","austin",-97.73453,30.33171,0,2015-12-05 22:40:42
"1684","Treadwell St 1252, 78704 Austin",NA,"CE","GOOD",100,"GOOD","CYL 4638","FALSE","WMEEJ3BA7EK748932","austin",-97.76101,30.25591,0,2015-12-05 22:40:42
"1685","S 1st St 722, 78704 Austin",NA,"CE","GOOD",33,"GOOD","FBV 4424","FALSE","WMEEJ3BA1FK799635","austin",-97.75185,30.25594,0,2015-12-05 22:40:42
"1686","Skyway Cir 2874, 78704 Austin",NA,"CE","GOOD",100,"GOOD","FHB 2859","FALSE","WMEEJ3BA4FK801975","austin",-97.7828,30.2448,0,2015-12-05 22:40:42
"1687","Dean Keaton and Whitis",NA,"CE","GOOD",33,"GOOD","CK9 T292","FALSE","WMEEJ3BA0AK417619","austin",-97.74003,30.28978,0,2015-12-05 22:40:42
"1688","Gibson St W 1023, 78704 Austin",NA,"CE","GOOD",36,"GOOD","FBV 4380","FALSE","WMEEJ3BA7FK799283","austin",-97.75892,30.2536,0,2015-12-05 22:40:42
"1689","W St Johns Ave 885, 78752 Austin",NA,"CE","GOOD",54,"GOOD","FGZ 8687","FALSE","WMEEJ3BA5FK802746","austin",-97.7192,30.33994,0,2015-12-05 22:40:42
"1690","W Ben White Blvd 2008, 78704 Austin",NA,"CE","GOOD",66,"GOOD","FJC 9932","FALSE","WMEEJ3BA0FK801441","austin",-97.78819,30.23065,0,2015-12-05 22:40:42
"1691","San Antonio St 1240, 78701 Austin",NA,"CE","GOOD",48,"GOOD","CZT 1031","FALSE","WMEEJ3BA3EK748152","austin",-97.74495,30.27565,0,2015-12-05 22:40:42
"1692","The Parking Spot",NA,"CE","GOOD",45,"GOOD","FBV 4475","FALSE","WMEEJ3BA0FK803125","austin",-97.67598,30.22049,0,2015-12-05 22:40:42
"1693","Shore District Dr 1422, 78741 Austin",NA,"CE","GOOD",81,"GOOD","FHB 1330","FALSE","WMEEJ3BA9FK801664","austin",-97.72817,30.24397,0,2015-12-05 22:40:42
"1694","E 6th St 1351, 78702 Austin",NA,"CE","UNACCEPTABLE",24,"UNACCEPTABLE","FBV 4362","FALSE","WMEEJ3BA9FK799558","austin",-97.72895,30.26393,0,2015-12-05 22:40:42
"1695","Harris Ave 727, 78705 Austin",NA,"CE","GOOD",72,"GOOD","CZT 0917","FALSE","WMEEJ3BA2EK748093","austin",-97.72858,30.29468,0,2015-12-05 22:40:42
"1696","E 48 1/2 St 977, 78751 Austin",NA,"CE","GOOD",66,"GOOD","FHB 2855","FALSE","WMEEJ3BA8FK800487","austin",-97.71418,30.30772,0,2015-12-05 22:40:42
"1697","The Element",NA,"CE","GOOD",42,"GOOD","CK9 T264","FALSE","WMEEJ3BAXAK417420","austin",-97.73022,30.24044,0,2015-12-05 22:40:42
"1698","Grooms St 3232, 78705 Austin",NA,"CE","GOOD",45,"GOOD","FHB 2842","FALSE","WMEEJ3BA8FK800800","austin",-97.73463,30.296,0,2015-12-05 22:40:42
"1699","One Highland Center",NA,"CE","GOOD",93,"GOOD","FJC 9933","FALSE","WMEEJ3BAXFK801558","austin",-97.71164,30.32867,0,2015-12-05 22:40:42
"1700","Hardrock Canyon Apartments",NA,"CE","GOOD",90,"GOOD","FGZ 8811","FALSE","WMEEJ3BAXFK802287","austin",-97.75122,30.39674,0,2015-12-05 22:40:42
"1701","E 51st St 1225, 78723 Austin",NA,"CE","GOOD",48,"GOOD","CZS 9744","FALSE","WMEEJ3BA2EK748224","austin",-97.70792,30.30788,0,2015-12-05 22:40:42
"1702","Palma Plz 1586, 78703 Austin",NA,"CE","UNACCEPTABLE",27,"GOOD","FGZ 8611","FALSE","WMEEJ3BA0FK800323","austin",-97.75778,30.28234,0,2015-12-05 22:40:42
"1703","W 31 1/2 St 655, 78705 Austin",NA,"CE","GOOD",36,"GOOD","FGZ 8613","FALSE","WMEEJ3BA0FK801357","austin",-97.74187,30.29872,0,2015-12-05 22:40:42
"1704","Cromwell Cir 2376, 78741 Austin",NA,"CE","GOOD",42,"GOOD","FGZ 8627","FALSE","WMEEJ3BA4FK802477","austin",-97.71922,30.22676,0,2015-12-05 22:40:42
"1705","Burnet Rd 4256, 78756 Austin",NA,"CE","GOOD",100,"GOOD","FGZ 8801","FALSE","WMEEJ3BA8FK801526","austin",-97.74345,30.31247,0,2015-12-05 22:40:42
"1706","Campbell St 576, 78703 Austin",NA,"CE","GOOD",100,"GOOD","FHB 2833","FALSE","WMEEJ3BA7FK802263","austin",-97.7644,30.27563,0,2015-12-05 22:40:42
"1707","Berkman Dr, 78723 Austin",NA,"CE","GOOD",30,"GOOD","CZT 0997","FALSE","WMEEJ3BA9EK748432","austin",-97.69901,30.30251,0,2015-12-05 22:40:42
"1708","E 3rd St 1262, 78702 Austin",NA,"CE","GOOD",36,"GOOD","CSF 9062","FALSE","WMEEJ3BA7EK733718","austin",-97.73107,30.26152,0,2015-12-05 22:40:42
"1709","Chicon St 1923, 78722 Austin",NA,"CE","UNACCEPTABLE",33,"UNACCEPTABLE","CZT 0996","FALSE","WMEEJ3BA9EK748575","austin",-97.72117,30.28005,0,2015-12-05 22:40:42
"1710","E Riverside Dr 2347, 78741 Austin",NA,"CE","UNACCEPTABLE",15,"UNACCEPTABLE","FBV 4472","FALSE","WMEEJ3BA5FK802617","austin",-97.72573,30.23596,0,2015-12-05 22:40:42
"1711","E 3rd St 158, 78701 Austin",NA,"CE","GOOD",63,"GOOD","CZT 1028","FALSE","WMEEJ3BA5EK748105","austin",-97.74292,30.26544,0,2015-12-05 22:40:42
"1712","E 7th St 1117, 78702 Austin",NA,"CE","GOOD",36,"GOOD","FHB 1676","FALSE","WMEEJ3BA6FK802724","austin",-97.73043,30.26538,0,2015-12-05 22:40:42
"1713","E 26th St 882, 78705 Austin",NA,"CE","GOOD",24,"GOOD","FBV 4372","FALSE","WMEEJ3BA2FK798591","austin",-97.72764,30.28766,0,2015-12-05 22:40:42
"1714","Shoal Creek Blvd 4544, 78756 Austin",NA,"CE","GOOD",84,"GOOD","FBV 4366","FALSE","WMEEJ3BA0FK799741","austin",-97.7457,30.31803,0,2015-12-05 22:40:42
"1715","E 30th St 349, 78705 Austin",NA,"CE","GOOD",21,"GOOD","CSG 1518","FALSE","WMEEJ3BA3EK734896","austin",-97.73543,30.29263,0,2015-12-05 22:40:42
"1716","Rainey St 50, 78701 Austin",NA,"CE","GOOD",90,"GOOD","CZT 1033","FALSE","WMEEJ3BA9EK748513","austin",-97.7394,30.25718,0,2015-12-05 22:40:42
"1717","W 7th St 283, 78701 Austin",NA,"CE","GOOD",66,"GOOD","FHB 2830","FALSE","WMEEJ3BAXFK800670","austin",-97.74474,30.26949,0,2015-12-05 22:40:42
"1718","Hart Ln 7236, 78731 Austin",NA,"CE","GOOD",78,"GOOD","FBV 4430","FALSE","WMEEJ3BA3FK799460","austin",-97.75513,30.35687,0,2015-12-05 22:40:42
"1719","E 32nd St 1411, 78722 Austin",NA,"CE","GOOD",100,"GOOD","FGZ 8677","FALSE","WMEEJ3BA1FK801948","austin",-97.71965,30.28809,0,2015-12-05 22:40:42
"1720","Waller St 668, 78702 Austin",NA,"CE","GOOD",84,"GOOD","FHB 1328","FALSE","WMEEJ3BA0FK801701","austin",-97.73026,30.26507,0,2015-12-05 22:40:42
"1721","E 11th St 1487, 78702 Austin",NA,"CE","GOOD",100,"GOOD","CSF 9069","FALSE","WMEEJ3BA7EK733766","austin",-97.72514,30.26766,0,2015-12-05 22:45:43
"1722","E 1st St 2384, 78702 Austin",NA,"CE","GOOD",24,"GOOD","FBV 4383","FALSE","WMEEJ3BAXFK799407","austin",-97.71775,30.25513,0,2015-12-05 22:45:43
"1723","The Enclave - 1005 W Stassney Lane - 2 Spaces",NA,"CE","GOOD",100,"GOOD","FBV 4428","FALSE","WMEEJ3BA3FK799491","austin",-97.78589,30.2098,0,2015-12-05 22:45:43
"1724","Krebs Ln 149, 78704 Austin",NA,"CE","GOOD",36,"GOOD","CSG 1541","FALSE","WMEEJ3BA7EK734657","austin",-97.76305,30.22566,0,2015-12-05 22:45:43
"1725","West Ave 1640, 78701 Austin",NA,"CE","GOOD",87,"GOOD","FJC 9793","FALSE","WMEEJ3BA6FK801945","austin",-97.74677,30.28045,0,2015-12-05 22:45:43
"1726","E 9th St 618, 78701 Austin",NA,"CE","GOOD",39,"GOOD","FBV 4391","FALSE","WMEEJ3BA0FK799271","austin",-97.73589,30.26927,0,2015-12-05 22:45:43
"1727","W 6th St 1853, 78703 Austin",NA,"CE","GOOD",15,"GOOD","CK9 T374","FALSE","WMEEJ3BA0AK417460","austin",-97.76579,30.27634,0,2015-12-05 22:45:43
"1728","LCRA - Trade Center Dr",NA,"CE","GOOD",30,"GOOD","FHB 2832","FALSE","WMEEJ3BA9FK801907","austin",-97.71414,30.20749,0,2015-12-05 22:45:43
"1729","Willow Hill Dr 2529, 78741 Austin",NA,"CE","GOOD",24,"GOOD","FHB 0201","FALSE","WMEEJ3BA9FK802121","austin",-97.72498,30.23316,0,2015-12-05 22:45:43
"1730","One Texas Center",NA,"CE","GOOD",45,"GOOD","FHB 2825","FALSE","WMEEJ3BA4FK802818","austin",-97.74942,30.25811,0,2015-12-05 22:45:43
"1731","Alameda Dr 1410, 78704 Austin",NA,"CE","GOOD",57,"GOOD","CK9 T375","FALSE","WMEEJ3BA3AK416755","austin",-97.74254,30.2474,0,2015-12-05 22:45:43
"1732","Treehouse - 2501 Wickersham Lane - 3 Spaces",NA,"CE","GOOD",54,"GOOD","FHB 1675","FALSE","WMEEJ3BA3FK803216","austin",-97.72465,30.22479,0,2015-12-05 22:45:43
"1733","E 5th St 1768, 78702 Austin",NA,"CE","GOOD",36,"GOOD","CK9 T306","FALSE","WMEEJ3BA1AK417872","austin",-97.72461,30.26145,0,2015-12-05 22:45:43
"1734","Treadwell St 1245, 78704 Austin",NA,"CE","GOOD",30,"GOOD","GGG 3720","FALSE","WMEEJ3BA4FK801474","austin",-97.76094,30.25579,0,2015-12-05 22:45:43
"1735","S Lamar Blvd 1213, 78704 Austin",NA,"CE","GOOD",96,"GOOD","CSG 1513","FALSE","WMEEJ3BAXEK736693","austin",-97.7623,30.2543,0,2015-12-05 22:45:43
"1736","Manor Cir 2535, 78723 Austin",NA,"CE","GOOD",54,"GOOD","DBW 2626","FALSE","WMEEJ3BA5EK748251","austin",-97.68801,30.29699,0,2015-12-05 22:45:43
"1737","S Congress Ave 3801, 78704 Austin",NA,"CE","GOOD",30,"GOOD","CYL 4628","FALSE","WMEEJ3BA8EK748969","austin",-97.76217,30.22586,0,2015-12-05 22:45:43
"1738","One Highland Center",NA,"CE","GOOD",100,"GOOD","FGZ 8617","FALSE","WMEEJ3BA0FK802525","austin",-97.71164,30.32867,0,2015-12-05 22:45:43
"1739","E 30th St 806, 78705 Austin",NA,"CE","GOOD",36,"GOOD","FBV 4434","FALSE","WMEEJ3BAXFK799388","austin",-97.72937,30.29035,0,2015-12-05 22:45:43
"1740","Brushy St 644, 78702 Austin",NA,"CE","GOOD",72,"GOOD","FHB 2829","FALSE","WMEEJ3BA9FK802796","austin",-97.73347,30.2659,0,2015-12-05 22:45:43
"1741","Woodrow Ave 5752, 78756 Austin",NA,"CE","GOOD",100,"GOOD","FGZ 8806","FALSE","WMEEJ3BA9FK801762","austin",-97.73252,30.32952,0,2015-12-05 22:45:43
"1742","W 8th St 129, 78701 Austin",NA,"CE","UNACCEPTABLE",100,"UNACCEPTABLE","CSG 1539","FALSE","WMEEJ3BA5EK734494","austin",-97.74247,30.27005,0,2015-12-05 22:45:43
"1743","Willow St 1967, 78702 Austin",NA,"CE","GOOD",27,"GOOD","FHB 2856","FALSE","WMEEJ3BA0FK801410","austin",-97.72414,30.25591,0,2015-12-05 22:45:43
"1744","Kirkwood Rd 1481, 78722 Austin",NA,"CE","GOOD",57,"GOOD","FGZ 8624","FALSE","WMEEJ3BA5FK802777","austin",-97.71465,30.29497,0,2015-12-05 22:45:43
"1745","E 7th St 379, 78701 Austin",NA,"CE","GOOD",39,"GOOD","FJD 0195","FALSE","WMEEJ3BA6FK801721","austin",-97.73924,30.26802,0,2015-12-05 22:45:43
"1746","LCRA - Trade Center Dr",NA,"CE","GOOD",90,"GOOD","CZS 9751","FALSE","WMEEJ3BA4EK748130","austin",-97.71414,30.20749,0,2015-12-05 22:45:43
"1747","Creekline Dr 5092, 78745 Austin",NA,"CE","GOOD",30,"GOOD","CK9 T309","FALSE","WMEEJ3BA6AK416698","austin",-97.77638,30.21223,0,2015-12-05 22:45:43
"1748","Dean Keaton and Whitis",NA,"CE","GOOD",78,"GOOD","FBV 4354","FALSE","WMEEJ3BA2FK799496","austin",-97.74003,30.28978,0,2015-12-05 22:45:43
"1749","W 42nd St 146, 78751 Austin",NA,"CE","GOOD",42,"GOOD","FBV 4378","FALSE","WMEEJ3BA3FK799197","austin",-97.73092,30.30557,0,2015-12-05 22:45:43
"1750","One Highland Center",NA,"CE","GOOD",63,"GOOD","FGZ 8802","FALSE","WMEEJ3BA5FK801502","austin",-97.71164,30.32867,0,2015-12-05 22:45:43
"1751","Rabb Rd 1937, 78704 Austin",NA,"CE","GOOD",18,"GOOD","FHB 2826","FALSE","WMEEJ3BAXFK802547","austin",-97.77724,30.2544,0,2015-12-05 22:45:43
"1752","Pease Rd 1464, 78703 Austin",NA,"CE","GOOD",84,"GOOD","FBV 4468","FALSE","WMEEJ3BA2FK802378","austin",-97.75917,30.28288,0,2015-12-05 22:45:43
"1753","Faro Dr 1558, 78741 Austin",NA,"CE","GOOD",36,"GOOD","CYL 4630","FALSE","WMEEJ3BA9EK749032","austin",-97.71275,30.23402,0,2015-12-05 22:45:43
"1754","Campbell St 551, 78703 Austin",NA,"CE","GOOD",100,"GOOD","FHB 2865","FALSE","WMEEJ3BA3FK802468","austin",-97.76445,30.27532,0,2015-12-05 22:45:43
"1755","Neches St 920, 78701 Austin",NA,"CE","GOOD",48,"GOOD","FHB 2899","FALSE","WMEEJ3BA0FK800676","austin",-97.73721,30.2698,0,2015-12-05 22:45:43
"1756","Valley View Rd 3781, 78704 Austin",NA,"CE","GOOD",39,"GOOD","FHB 1337","FALSE","WMEEJ3BA6FK800391","austin",-97.7824,30.23526,0,2015-12-05 22:45:43
"1757","E 5th St 249, 78701 Austin",NA,"CE","GOOD",100,"GOOD","FBV 4440","FALSE","WMEEJ3BAXFK799245","austin",-97.7413,30.2666,0,2015-12-05 22:45:43
